0,0.07784537
0,0.05958859
0,0.0578
0,0.07784537
0.06999999,0.1052196
0.21,0.116579
0.38,0.10115
0.55,0.0578
0.73,0.04570758
0.9,0.07368868
1.08,0.05958859
1.26,0.06465817
1.44,0.06465817
1.62,0.116579
1.79,0.1052196
1.97,0.09141514
2.15,0.1616453
2.32,0.05958859
2.49,0.3495136
2.66,0.0289
2.84,0.0289
3.02,0.04092738
3.2,0.03232909
3.38,0.01445
3.55,0.01449
3.73,0.04335
3.91,0.04335
4.09,0.0289
4.26,0.05958859
4.43,0.1165046
4.6,0.0578
4.78,0.0879025
4.95,0.07368868
5.13,0.221066
5.31,0.06465817
5.49,0.24565
5.77,0.2637074
6.09,0.3048306
6.44,0.4483372
6.81,0.5637362
7.21,0.4138348
7.63,0.07368868
8.139999,0.1811728
8.719999,0.2561109
9.37,0.0879025
10.02,0.1191772
10.67,0.1023184
11.33,0.1932937
11.99,0.03232909
12.64,0.09262514
13.3,0.09262514
13.96,0.1052196
14.61,0.136427
15.27,0.1156
15.93,0.3300383
16.58,0.4052208
17.24,0.5616277
17.9,0.4143085
18.55,0.4726551
19.21,0.7892948
19.87,0.3613278
20.53,0.4516838
21.18,0.5188633
21.85,0.4849326
22.5,0.4966127
23.16,0.831765
23.82,0.7697046
24.47,0.523915
25.13,0.7246784
25.79,0.5470708
26.45,0.563173
27.1,0.5484879
27.76,0.4644386
28.42,1.083847
29.07,0.8969536
29.74,0.970856
30.39,0.625559
31.04,0.9633994
31.7,0.9121926
32.36,1.222727
33.01,0.7652406
33.67,0.9892735
34.33,1.571916
34.97,1.268186
35.64,1.125033
36.3,1.11505
36.94,1.5317
37.61,1.09273
38.26,1.768837
38.91,1.346484
39.57,1.330495
40.23,1.520604
40.88,1.774597
41.54,1.734609
42.2,1.714126
42.84,1.479286
43.51,1.983616
44.17,1.80674
44.81,1.733163
45.47,1.836565
46.14,1.892035
46.78,2.194141
47.44,1.727301
48.1,1.655812
48.75,1.881967
49.41,1.813207
50.07,1.839182
50.71,1.869224
51.38,1.978348
52.04,2.142891
52.68,2.043505
53.35,2.474226
54.01,2.064179
54.65,2.060585
55.31,2.07579
55.97,2.166573
56.62,1.991665
57.28,2.231322
57.94,1.90841
58.59,3.742563
59.25,2.550753
59.91,3.387675
60.56,2.122378
61.22,4.79436
61.88,2.011046
62.53,3.544947
63.18,3.863427
63.84,1.805675
64.49,2.577619
65.14999,3.143161
65.81,2.024265
66.46,2.639397
67.12,3.417618
67.77,1.510256
68.42999,2.366999
69.07999,3.020122
69.74,3.709074
70.39999,2.604672
71.05,2.502196
71.71,2.891327
72.35999,3.154799
73.00999,2.934005
73.67999,2.133637
74.32999,3.397114
74.98,2.446861
75.64,3.557295
76.3,3.006853
76.93999,4.30919
77.60999,2.376525
78.27,2.760375
78.91,3.226273
79.57,3.333673
80.23,2.558758
80.88,2.952156
81.53999,3.757111
82.2,3.062181
82.85,2.497275
83.50999,2.604339
84.17,2.47112
84.81,1.995685
85.48,2.48881
86.14,3.41894
86.78,3.709074
87.45,2.458588
88.10999,2.517571
88.74999,2.89812
89.42,2.352424
90.07999,4.11395
90.71999,3.351427
91.38,2.918018
92.05,3.567943
92.68999,3.227595
93.35,3.788998
94.00999,2.463884
94.64999,2.893826
95.32,3.04338
95.98,3.897948
96.62,2.260945
97.28,3.536615
97.93999,4.956529
98.57999,3.874061
99.24,3.249303
99.89999,3.843273
100.55,5.537206
101.2,3.10283
101.86,3.542263
102.51,3.97556
103.16,2.971466
103.82,3.596428
104.48,2.761661
105.13,2.257451
105.79,3.162536
106.44,3.017515
107.09,3.384608
107.75,2.937132
108.4,2.862859
109.05,3.634647
109.71,3.330221
110.37,2.742501
111.01,3.219512
111.66,3.514588
112.31,2.967207
112.94,2.141373
113.59,3.504499
114.24,3.36107
114.87,2.513767
115.52,2.751893
116.17,3.54328
116.8,3.02683
117.45,2.443699
118.11,3.670706
118.74,3.191833
119.39,3.509956
120.04,3.887414
120.67,4.814819
121.32,4.007723
121.97,4.058631
122.6,3.770529
