   7.0800000e+00   1.0245410e-01
   4.9670000e+01   1.5682990e+00
   5.5490000e+01   2.0238290e+00
   5.5500000e+01   2.0098540e+00
   6.0020000e+01   1.7603150e+00
   6.5070000e+01   2.4932710e+00
   6.9910000e+01   2.3036440e+00
   7.4980000e+01   2.3531930e+00
   8.0050000e+01   2.5106680e+00
   8.4960000e+01   2.7152000e+00
   9.0189990e+01   2.9357890e+00
   9.5160000e+01   3.1155660e+00
   1.0008000e+02   3.2060140e+00
   1.0514000e+02   3.1243290e+00
   1.1006000e+02   3.1155370e+00
   1.1511000e+02   3.0715820e+00
   1.2016000e+02   3.0772410e+00
   1.2513000e+02   3.1077850e+00
   1.3010000e+02   3.1137450e+00
   1.3535000e+02   3.1484490e+00
   1.4012000e+02   3.1653720e+00
   1.4530000e+02   3.1939220e+00
   1.4993000e+02   3.1833240e+00
   1.5504000e+02   3.2449050e+00
   1.6024000e+02   3.2514500e+00
   1.6512000e+02   3.3089090e+00
   1.7004000e+02   3.3140250e+00
   1.7500000e+02   3.3140250e+00
   1.7998000e+02   3.3535830e+00
   1.8498000e+02   3.4162000e+00
   1.9008000e+02   3.4121600e+00
   1.9500000e+02   3.4538220e+00
   1.9997000e+02   3.4535500e+00
   2.0990000e+02   3.4853080e+00
   2.2001000e+02   3.4103230e+00
   2.3003000e+02   3.4421370e+00
   2.3997000e+02   3.4638160e+00
   2.5008000e+02   3.4421750e+00
   2.6002000e+02   3.4262550e+00
   2.6998000e+02   3.4698170e+00
   2.7998000e+02   3.4878360e+00
   2.9001000e+02   3.4792180e+00
   3.0007000e+02   3.4853240e+00
   3.1000000e+02   3.5158830e+00
   3.2003000e+02   3.5812950e+00
   3.3002000e+02   3.6968090e+00
   3.4003000e+02   3.8083930e+00
   3.5001000e+02   3.9296390e+00
   3.6002000e+02   4.0029220e+00
   3.7006000e+02   4.1089560e+00
   3.8000000e+02   4.1735170e+00
   3.9002000e+02   4.2463620e+00
   3.9999000e+02   4.3171030e+00
   4.1006000e+02   4.4100310e+00
   4.2000000e+02   4.4881180e+00
   4.2999000e+02   4.5776480e+00
   4.4004000e+02   4.6384690e+00
   4.5003000e+02   4.6694490e+00
   4.6002000e+02   4.7076730e+00
   4.7001000e+02   4.7210380e+00
   4.8003000e+02   4.7506930e+00
   4.8999000e+02   4.8084320e+00
   5.0001000e+02   4.9286870e+00
   5.0999000e+02   4.9774090e+00
   5.2002000e+02   5.0443920e+00
   5.3000000e+02   5.1728840e+00
   5.3999000e+02   5.2976660e+00
   5.5005000e+02   5.3881240e+00
   5.6006990e+02   5.4535200e+00
   5.7000990e+02   5.5477650e+00
   5.8000000e+02   5.4772390e+00
   5.8999000e+02   5.2207530e+00
   5.9998000e+02   5.0703230e+00
   6.2498000e+02   4.3455210e+00
   6.5005000e+02   3.7241430e+00
   6.7500990e+02   3.4402670e+00
   7.0000990e+02   3.0407000e+00
   7.2496000e+02   2.5776190e+00
   7.4998000e+02   2.7798260e+00
   7.7500000e+02   3.5726890e+00
   8.0002000e+02   4.5120290e+00
   8.2500000e+02   4.5365700e+00
   8.5000000e+02   4.3717880e+00
   8.7499000e+02   3.5852440e+00
   8.9996000e+02   2.4230830e+00
   9.2495000e+02   2.4749540e+00
   9.2499000e+02   2.5212190e+00
   9.5000000e+02   2.5972860e+00
   9.7500990e+02   2.4623070e+00
   1.0000100e+03   2.4349040e+00
   1.0250000e+03   2.2827420e+00
   1.0500000e+03   2.3974090e+00
   1.0749900e+03   2.3713500e+00
   1.0999600e+03   2.3106890e+00
   1.1250100e+03   2.5502630e+00
   1.1500000e+03   2.6873640e+00
   1.1750100e+03   2.8961200e+00
   1.2000100e+03   3.0049110e+00
   1.2250100e+03   3.0311970e+00
   1.2500300e+03   3.0817110e+00
   1.2749700e+03   3.2427560e+00
   1.3000000e+03   3.4707490e+00
   1.3249700e+03   3.4905240e+00
   1.3499800e+03   3.4667010e+00
   1.3750100e+03   3.4167020e+00
   1.4000100e+03   3.4655480e+00
   1.4250500e+03   3.3884600e+00
   1.4500200e+03   3.2715330e+00
   1.4750200e+03   3.3346420e+00
   1.4999900e+03   3.3961900e+00
   1.5250400e+03   3.5097710e+00
   1.5500000e+03   3.5225540e+00
   1.5750200e+03   3.5824690e+00
   1.6000200e+03   3.6416110e+00
   1.6251000e+03   3.5898270e+00
   1.6511200e+03   3.5726210e+00
   1.6750300e+03   3.4902120e+00
   1.6999600e+03   3.3917280e+00
   1.7250300e+03   3.5426840e+00
   1.7499900e+03   3.6245510e+00
   1.7749900e+03   3.6723370e+00
   1.8000400e+03   3.5655170e+00
   1.8250000e+03   3.5770010e+00
   1.8500300e+03   3.4777190e+00
   1.8750100e+03   3.4489330e+00
   1.9000000e+03   3.4348860e+00
   1.9249900e+03   3.3858300e+00
   1.9500300e+03   3.3218130e+00
   1.9750200e+03   3.2131300e+00
   1.9999500e+03   3.1424000e+00
   2.0250200e+03   3.0176560e+00
   2.0500600e+03   2.9898670e+00
   2.0750500e+03   3.0361880e+00
   2.1000400e+03   2.9160970e+00
